question_id,user_id,is_correct
1022568,upmbjooi,1
1043363,tptuket,1
0171595,ulhadjb,0
1023136,uozceywii,1
0195417,ghohajjff,0
0145767,iropjwr,0
0042385,manyqjm,0
0130403,rcbvex,0
0127671,fpxrycnjpph,0
0092555,mirwkvma,0
1067867,ouzuwoczwj,0
1040372,kpsddr,1
0200883,lpehhuphv,0
1129874,ffcbl,1
0193631,tzqhgql,0
1049302,ymzaqjcrqblh,0
1098874,vigwyvmno,1
0142995,vohpcbgtqwer,1
0116570,ipitdelhe,0
1135120,yqsvw,0
0112584,leecwebfd,0
1130629,gzzqygpl,0
1099650,aoxwmqjw,0
0156987,zuevepdrb,0
0038230,xxowzcot,1
1047556,tdumf,1
0030463,cillfx,1
0120026,cpnphtxzlc,0
1003667,yprhfamn,1
1043876,fwnrczuu,1
0033411,sejzt,1
1073764,bqwoidzhchb,1
0216650,pnpfotr,1
1076837,lnlkdkmrs,0
0061952,loobztk,1
0135229,ycfwsioo,1
1128340,grafh,0
1049700,xppftvoe,0
1070183,wqkiiuya,0
0016345,mckkusa,1
0158530,pldgpvvfv,1
0165277,ruzvoh,1
1004906,fwdpvl,0
0056969,dkfeelrelvk,0
0071220,bqaoouxqws,1
0073133,nywqjdsyjl,1
1090252,bbjyads,0
0003044,svpvbmm,1
0092684,wgseu,0
1122463,abjmltng,0
1110896,ehtqq,1
1105614,ewhntwkhq,1
1077047,tucveohwpfzg,1
1060426,sgttdeeh,1
0209862,ehibygmnwe,0
1011251,fothanjy,1
0212250,upnxjhjcr,0
0058546,mzokcjnrktg,1
1012175,fplxnv,0
0088917,jkgpsa,1
0076430,fxdhzr,1
0189907,idladzyzf,0
0001168,aeibdh,1
1008248,ybgcqzneywn,0
1039773,ocorkjenyag,0
1009297,riaogv,1
0045695,irhympiiu,0
0171737,kodud,1
1021464,aihuy,1
0146788,pacbzfrrm,1
0083283,bwxihmyf,1
0118935,yplztbe,1
0172474,qdqgkb,1
1072429,wmkirk,1
1067160,zrzhhyslp,0
1020530,wjqljuib,0
0215202,wphzkkp,0
1083406,dujtacqv,0
1055349,eshcmlqvq,1
1002113,zqkgh,0
0184949,kjopqu,0
1094421,bbglbjqzsm,0
1054140,ngpsovvgo,1
1034946,istbhxc,1
1063765,pwtakrlc,1
0162453,yclihevfxt,1
0187872,btnct,0
0137585,bkqddvrzl,0
1061121,unmqg,1
0216144,zygmtitfmtq,1
0044725,jxaknbhbf,1
1045187,osrkqijpakx,1
0067539,hmsgdd,1
0064487,jgwigmbf,1
1092632,ibkrzxnq,1
0088176,grzekvkrso,0
0161094,vkisyhbl,1
0075522,xiulotorkb,0
1085025,aleqenucjse,1
1068454,aufqhd,0
1017332,mbthxmia,0
0201965,qkezit,0
1076613,imaesxuc,1
1009445,yafxvl,0
0010762,qfdigyuqg,0
0213022,yqakinkce,1
0170788,zephqvvl,1
1037430,cddkdxko,0
0128526,hlejinp,1
0088589,nxyosoa,0
0135219,kgbljzpv,1
1039198,wcmzfxy,1
1073924,mbdqcngpcfs,1
0183503,cmsbbq,0
0094694,bqgvornjlgt,1
1080169,zlqlnpkwb,1
0192190,fjoituh,1
1110330,ecsic,1
1009825,hsktwdiko,0
0134517,egkxdmy,1
1049261,kqhxuwmlzz,1
1116732,tmmndut,0
1047054,rywjsoekactie,1
0177005,odbxes,1
1087707,huvyefwsn,0
0188679,xvgongtiy,1
1086744,amxhcsytzst,0
0176811,otnfmfln,1
0134759,dlkqur,0
0107652,qxlrwjbioe,0
1116322,oezgkwsjch,0
1060523,jwmmluvm,0
1136881,vdtpiev,1
0034017,ddayqqkzx,1
0050141,fhanei,1
1113475,oqgt,0
0149460,nfnwtroe,1
0111826,mkmrcy,0
1113053,vygplc,1
0128141,eocotct,0
0064570,lywkjvavf,0
1022574,ccztnpev,1
1059416,iwrmsib,0
1018733,rkakafawzowl,0
0070509,kiph,1
0170332,yhqnnegq,0
1086886,oribmdrt,1
0059972,fypoohcux,0
0187153,tdwqoscoc,0
0052546,agyzmrrmr,0
0214712,krzirlvlapk,0
1128478,uzahplz,0
1028129,bhcshktdu,0
1035207,eiynyv,0
1073130,crpabxdkmj,1
1075650,ejpcuzehgv,1
0066875,omotzitq,1
0137010,wnobvlhdzn,1
1033750,lqbmtzbwielrx,0
0094693,vcjyuknhjev,0
1035276,pkanqqwkv,0
1033226,twotfx,0
0012915,ltats,1
1032986,czqredoopu,0
0008505,rfnpdevqeiz,0
1020483,oljqsgfgb,0
0140883,yatvybu,0
0033777,iwyhyxzpwi,0
0079247,mpvaaslnr,0
1088563,erihtrkh,0
0197272,ttattq,0
0161004,locppx,0
1041457,sxvfodeg,1
0009360,avrftaneaq,1
1010526,kbqvwawhkrh,1
0068189,nhsagnp,0
1127088,mklakjt,0
1076897,kvfkp,1
1103545,qmjhlda,1
0066403,pzwtdob,0
0071238,otmbyouetf,0
1071832,aejej,1
0068036,bttwgga,1
0028611,vkxutp,1
1095306,rxsnbm,1
0179167,lojmluaap,0
0116178,izfnrrvt,1
1051795,gitrud,1
1015641,zhxw,1
0087684,ozknnr,1
1041965,ollckxfcxn,1
1050228,zlpmi,1
0126132,tawslo,0
0210409,gzxeigckmp,0
1110665,spxizj,1
1063823,qixnzg,1
1033261,gjhqqnoyp,1
1067693,sojzbkb,0
0128180,cnxfbvebfi,1
0135880,sxbovjnq,1
0156098,qlrnndrywn,1
0008896,sbmcllkgqb,0
1054034,ygulrolqg,1
1008415,wwuvfivy,0
0074948,hgmvfuqn,0
1003182,qifjlp,1
1069698,zkuaqivjf,0
0004229,axeny,1
0082247,iawzfjog,0
1123186,urkeebhn,0
0044311,kknxdngexw,1
1012583,wyzxy,1
1091089,phoqazoa,1
0188595,avxcnlh,0
0119061,xklfxpnic,1
1071635,hawvhotv,1
1037626,bghamfxvme,1
0073770,jbtivnxa,1
1052837,tbimkafmyrp,0
1051582,sfssy,0
1020357,xgnlrqcazj,0
1113904,zydvvv,1
1074096,mzzxj,1
0142906,wlwqdxq,1
1093514,kpvfbojp,0
1106411,qjolyqln,1
0103830,qphyxame,1
0140031,vgnvagsrbnkp,1
0165110,uealtcx,1
1081181,nuduiq,0
0199238,yvfqxuryix,0
0002833,obhwq,0
1126323,hyzeniehisn,0
0131218,imlgrtgprb,1
0023457,sdbsriitg,0
1085297,qqejoc,0
1037241,sckpcdmdxne,0
0196734,klqoqpipxs,1
1119812,uaotcrhi,0
1129809,dozdjht,0
0146469,dqvjr,1
1031836,mnlxdssqk,1
0120906,kesdgkrju,1
1075470,yjee,0
1027243,oykkbxy,1
1051499,squwbuzoam,0
1075824,jcykyqu,1
0025702,dkioicw,0
1096612,bnrjm,1
0172516,qzsomvrq,0
0189898,ghfdjgpplk,0
0187764,iceiiced,1
0078468,nab,1
1051070,wslxuzm,1
1020764,nwkulczq,0
1054212,oxljzyot,0
1038935,jalgggyf,0
1061514,nkkbnwi,1
0202709,haebcibls,0
0073392,skaoykaixsiq,0
0109546,qeljnf,0
0151827,hlxshtc,0
1014806,pjhrycge,0
0077682,pdxfhfkz,0
0034159,mabjosmbf,1
1062260,ynmnzt,1
1133343,ougpfquk,0
1033750,kdbgrz,1
0113221,rqilvn,1
1049814,pouwj,1
1008413,eakghzj,0
1038228,skazmo,1
0045226,zoqsucde,1
0164111,fpngohrvl,0
1007615,mjvlbamwa,0
1014787,jhjmvzm,0
0171256,uwmouf,1
1134939,vfypbuzrh,1
1005658,fjnqucwseqbr,1
1102969,kgpy,1
0114913,hgttgh,1
1060544,kvrohygk,1
1019833,cwwlsqiywc,0
1063244,kyrcnallcd,1
1012649,pdhjfkehi,1
0086626,xhjylgijo,0
0079608,jtivxghq,0
0144147,iyrlhgtm,1
0074083,uryzxekpzq,0
0121358,qbzswl,0
0207583,vquetue,1
0027181,vwrgnkwvu,0
0139181,xlvpwlwpch,0
0211016,ucmboxyzc,0
0168017,zxtudyai,1
1137881,dhdlnpo,0
1034380,lqfcthhaq,0
1132520,oifvmkwt,0
1061237,zxjbuzkzrwc,0
0124693,oqqjkxayv,1
0152798,paxcqtjy,1
0203804,nozzmdrty,0
1036389,jumjwet,0
0171544,kwfydkaecx,0
0075142,wjpakehi,1
1058368,sehoesej,1
0035180,pkdqgvsgw,1
1106154,yimlxhrq,0
1043305,nufdqbwmm,1
1072783,sgvxidci,0
1023043,rhxwypnu,0
1001704,pqnmlmru,1
0146885,dqojqdigga,0
1109560,dchlqofdhu,1
0035328,iewxmhlc,0
1008796,vmptkfqml,0
0126979,exaphmyta,0
1024772,munelqw,0
1131145,fhgfusr,0
1089329,sqwhuyx,1
0115080,gvxxevz,1
0100480,zolbcagkf,1
1113309,wuhrxjl,0
1091610,tuziuvacney,1
0029943,xiwiisv,0
1064289,ojgfxxpgg,1
1029529,hiehwttwf,0
0127235,zdvmvdij,1
1013082,ietouvh,1
0174426,asmjffljce,0
1020271,opjhwoxioi,1
0014813,psmfkykpfwdu,1
0021069,offzngmlf,0
0027360,wftruqc,0
0098430,jgnwgm,1
1113459,tvupghp,0
0206717,thhkcgnv,1
1135672,hujaknjfdy,0
0020013,drtzivw,0
0022409,husyjtziwpp,1
0044978,xnxdyvpfq,1
0174322,eoybychnsomc,1
1000494,gfkoegqz,1
1052651,odapr,0
0201793,ugkfpvwvt,0
0150300,lvxpxey,0
1040491,qhfegmmma,1
0204976,qxnhpjd,0
1074527,rtzvhnmx,0
0197882,guavofah,0
0157593,mqstmegehd,0
0130290,entrzppilr,1
0170260,bjoqtv,0
1044726,wphxhzwr,1
0175085,rgnqcuwg,0
0152955,sdeuauf,0
0062920,jopnxjqop,0
0039398,zjajajfifu,0
0199919,rueqptn,0
0030869,xldvqbspku,0
0054155,ibmqttnoudm,0
1137142,pzckidptp,0
1044841,egcyuym,1
1005871,uhuczb,0
0041734,ogpjmpvpdpp,0
1049154,iqwgpvkes,0
1131888,uctnvzklph,0
1043545,iudwejmxu,0
1127309,mawdzbuq,0
1002832,blhqssbd,1
0073451,mavxmrccj,1
0067127,kgqlt,0
0001509,hljaxenq,0
1076026,bcbacez,0
1014126,rbqsgctu,1
0038289,gbvaesvuf,1
1067766,kqy,0
0068836,qbzpwpe,1
0174380,jvbqmyozfrt,1
1101755,qnrjjsnpnx,1
0135184,ztpgwrp,0
1107004,yzuwxrfn,1
0030730,vtwnshtcjw,1
1127870,hejajwbvx,1
1115507,pdftxavte,1
0033857,rlayko,1
0163626,mjlunnlja,0
1019880,pmxcijddyc,0
0054950,ohsvxdul,0
0023471,gumisye,1
1018541,kzibbmwhad,1
1008813,eudcggiq,1
1061438,ocwuxviacbsjw,1
1121400,yfsokkbyb,0
1055628,ompov,0
0153051,xgnbnyi,0
0048822,pbgrj,0
1006635,getzumoq,1
1131534,ueamxka,1
1120441,lyeagrfr,1
1096674,vmvlhbti,0
1137680,qophuesu,0
0044600,idegul,0
1031482,zfnmehgiv,0
0189087,svwrljv,0
0108124,mzyspc,0
1002017,xliqx,0
1087221,shobz,0
0108059,xpfudotl,1
1029629,vazxxamre,1
1056986,imykhyokq,1
1065722,ztbhurlgy,0
1002725,xhrrlf,0
1129810,sspnsbby,1
0166371,hiywye,1
1023487,yqmqf,0
1101684,mbzlrgcuz,0
1118849,lvacpltrsw,0
0123542,bzxrzwtrp,1
0006595,rjawfdijxk,0
0124663,dglxg,0
1032932,eyhafcg,1
1048932,lbpjkiva,1
1023282,hlddhb,1
1015953,suxbxoany,1
1029036,oawjopqivb,1
0112091,svkumzweuvp,1
1025925,ouqelcpk,0
1097428,edijhl,1
1088944,pxbsesnkmh,0
0007941,siawksvq,1
0164315,wqjnpfur,0
1114891,ymwqmr,0
1034966,bzbrdgqjeodi,1
0073763,viokckohej,1
1052408,gnirgatyi,0
1016338,dxufqk,0
1056843,savmmb,1
1114491,mlsficv,0
0196285,qqbpdm,0
1079060,umzsgjjns,0
0072905,ytstxq,1
1111648,pqeuwbmvk,0
0139038,ogkcbnooh,1
1131222,dyzywtqa,1
0133470,dalhdfmeg,1
1116590,szaorzq,1
0017936,vwcjupvf,0
1054807,jaq,0
1033239,ivxxrdypf,0
0167021,yldgzavfbx,0
1084818,aflitqq,0
1100107,imhenkyxp,1
1083749,jihfhpgw,0
0191503,wzyiafr,1
0156687,gobovme,0
1130112,flfbywf,1
0033670,qypunluluw,1
1006278,zdmruganh,1
1078923,gxabdih,1
0204668,oucjjkcshem,0
1086676,vezzbvbspwhp,0
0159251,ubkmlktyh,1
1131907,vzhcmwxt,1
1066142,hctsgak,1
0015196,jmepflzx,1
1036290,jxetil,1
1137672,erddvhbt,0
0162897,ogazbls,0
0022266,ldjnenxz,1
1095714,aojcuo,0
1017659,gjztvbctb,0
1045597,uzmux,0
0015448,tikyua,1
1025685,vduqsx,0
1024749,wvutbgte,1
0043340,bssliidbcl,0
1010741,sjjbwgjfdtj,0
0174940,rfwyj,0
1087194,boeygu,1
0025287,dfxsco,0
0011237,ijweud,1
0002588,uhckbaxky,0
0079164,anzpvvd,1
1086137,vpyihwa,1
0068536,crwjfld,0
0076914,fijwgad,0
0102438,alepgt,0
1050574,viypesydyfh,1
0071738,iaxwvtxtxb,0
1018978,nxtfl,1
0199757,wjvxjjg,1
0128851,dtfyrzwo,0
0122607,lxib,0
1004037,dmpvpovckr,0
0037434,vofoxpjvg,0
1132538,qhbqpcd,1
0147917,pjwpmkhp,0
0194683,ehrvdcyfr,1
0010717,oyczkfego,0
1137583,rvtnhpeyjd,1
1066120,talnsf,1
1049134,soveuyhou,1
0091487,kkqyvzpy,0
0201449,qtiqnsqdcz,0
1037899,bruiawpgic,1
1108308,jlnrtxq,0
1073863,ayhgzkgx,0
1092359,rfkbagpvb,1
0150346,bywnouhcl,0
1114279,svdlodui,1
1004511,xjrnkbogp,1
0024511,ijfsqohd,1
0004227,tcple,1
1086123,mhgqgz,0
0003806,jiuyvmigdb,1
0038978,rhpkizxua,1
0125684,wpgizxaop,1
1036504,padbfo,1
0146577,gifbhjcl,1
0030164,suwaazar,0
1115624,dxpobr,0
0053039,adnvtl,1
1044350,pknpkdvqw,0
0037726,qtyxus,0
0029636,rejsri,0
0195815,gfgpngetl,0
0195173,wksdo,1
1037327,iarqkdec,1
1043280,citfa,0
1014796,ukmvptbco,1
1039980,azjppxvygcdh,1
1113818,rilnmkkko,1
0121192,blawjzzlnlji,1
0150241,iljfqivg,0
0203315,dpwciyf,1
1081874,zrsienxynug,0
1040964,shoufwtx,0
1055530,tpevgp,1
0147850,cfjxyqrnfc,1
0190371,rrzbodnp,1
1132310,yrrolqiz,0
0071165,yfjmgczm,0
1110101,aydeeerat,0
0011222,botndfera,1
1121019,iapuxfsc,0
0028146,ixoqhibrfg,1
1081719,supvntsd,1
1113358,gkpxmiy,0
0160318,omsy,1
0108139,dwkhjes,0
0028832,vcrigt,1
0182566,yzjgsvrmu,0
1039053,pamzbtlje,0
0141968,ozicyhk,1
0194657,iutqzacvmec,1
1083117,zkpllzx,0
1022155,hfecztzqr,0
1119200,lfnljayn,0
1057994,xymroqb,0
1087101,cqfuyxqu,1
0045210,flnhjslvpgr,1
1030351,dfgduwtg,0
1036553,fjwgdaqxny,0
0106748,fuqafoiyav,0
1071633,tioqbnl,1
0051632,vbwyu,1
0191402,bdzqi,0
1019324,sgavpah,0
0004012,idyggohs,1
0204986,mjmiykokc,0
0034761,lshjllkmfdw,0
0113088,hgeplmopl,1
0112587,ckbpyep,1
1073643,jrefvaazj,0
0160641,xfnlk,0
1080293,lslthasy,0
0083478,vaz,0
0172604,trhsuauhsr,0
1058603,mrscfpcjdl,1
1001705,yjiubteb,0
0065945,orogutxn,1
1120542,geqtrxepq,0
1030153,kvcunwzev,0
0090571,eusuksu,1
1114546,cthlfqv,1
1002733,cdojmplz,0
0185925,hazcirq,1
1099872,grrncygqr,1
0136343,incekwqlvp,1
1064941,nvzokryv,1
1117182,syqgzkdi,1
1138239,ykotvjzw,0
1092280,femgumqr,0
0121892,cxqlaqprj,0
1050013,plwfuttmc,0
1010024,cmnlok,1
0153660,pocpxedbpt,0
1098967,qrhntgqj,1
0120310,rjwb,1
0113498,cozioam,0
0191391,qyceuggprjk,1
1131265,fgbmmyp,1
1013991,lzmiiy,0
1136386,dnzhfojhq,0
0048390,ozmfgdz,0
1135608,xlntswytexzw,1
1004968,etmxvd,1
1118753,mpbnvqk,1
1053454,mqgjxcvejr,0
1020184,kwlwpe,1
1028672,fubwvkd,1
1112001,hsamylb,0
1135645,eazcjj,1
1089881,xfzqlrdnw,0
0197337,qisfkazs,0
0153228,gyrutly,1
1028348,ujibayi,0
0193124,myfmbcko,0
1071187,hrdspxuq,0
1117102,fbqalny,0
1102319,odkummdyd,0
0190645,maqxcdtro,0
0035090,abrwtk,1
0134145,yqruriegfs,1
0015098,gfdczlcz,1
0215134,lerpwblw,0
0180865,dvsagr,1
0211990,dgqybit,1
1096431,eenr,1
0123446,fvuazhkxqt,1
0080777,jqldrqwnjtn,0
1048932,sytgxdcv,1
1127268,cjzsugja,0
0023790,pwpksfl,0
0056410,vunzstwzd,1
1122381,akjxyaa,1
0028174,mouxajfgc,1
0014585,ffgmadkhc,1
0049645,amfrjqah,1
1012275,ofbqmaqs,1
0176569,cefiqhsrf,1
0108802,dzaoogws,1
0003213,ljftf,1
0080327,jeqjkrsaj,0
0152218,reuygifa,0
1012274,dezdiziq,0
1113974,hnadlyywr,0
1134778,ajiopwrnt,1
0163412,qrzydpggsnc,1
1033773,enrrvcnbhy,1
0070337,ynayedjw,1
0059863,vtnqutnx,1
1128166,uhhxkdk,1
0078556,dwzjnifm,0
0051419,nooaclfpvw,1
1074299,btcvyxbtx,0
1126353,qalwercwonlj,0
0092623,suowgcevfcb,1
1115168,nuxzchosdco,0
1068597,ovhufnxwwzt,0
1040535,dzuqdul,0
0107871,yrjijtnea,0
1125349,vdrnlfy,1
1060068,lvepmc,0
0170432,pjvsoqnireo,1
1113442,kaumegzte,1
1006743,jmpapile,1
1081658,uhiziccv,1
1076460,assvku,0
1079605,jmfnadft,0
1038220,dp,0
0010825,raymyziaxx,1
0159078,txiegikpxugh,1
1070673,evjhbxqjsf,1
0072266,jywiwr,0
1068692,vqekguvd,0
1091585,iyzqjano,0
0208617,kxczjv,1
0052615,bhvjbxzxarx,1
1061403,bktyvs,0
0097842,ypdvbaw,0
